month,weekday,hour,energy
3,5,4,122.97382528371227
3,5,5,157.04903131254014
3,5,6,175.17224877977014
3,5,7,219.7539893508293
3,5,8,723.7888936389242
3,5,9,1417.323633467526
3,5,10,2242.156662738713
3,5,11,1948.1967019258736
3,5,12,1631.7188748257756
3,5,13,799.1535523003627
3,5,14,965.6648798297997
3,5,15,767.5813227313432
3,5,16,648.9344944085959
3,5,17,419.1720697380458
3,5,18,658.9695700926416
3,5,19,349.38669463026645
3,5,20,415.98668373564976
3,5,21,290.4060311112047
3,5,22,259.564867232285
3,5,23,153.35481821673045
3,6,0,152.48433195682225
3,6,1,144.91465768858467
3,6,2,136.78207809857918
3,6,3,122.82096650245751
3,6,4,159.82712448597042
3,6,5,136.02108302793476
3,6,6,156.39486551845408
3,6,7,212.83845790786182
3,6,8,565.1043972556713
3,6,9,1173.6047437735017
3,6,10,892.3674792172235
3,6,11,572.5020666643107
3,6,12,363.6016550983403
3,6,13,394.747725508991
3,6,14,189.67405268521705
3,6,15,144.71646784530057
3,6,16,265.70182218627536
3,6,17,426.5899910200144
3,6,18,287.2662687410528
3,6,19,330.99430259053906
3,6,20,274.70803542879923
3,6,21,204.80507029681974
3,6,22,145.24233775288593
3,6,23,123.81823163222238
4,0,0,138.14129860677392
4,0,1,125.396525360625
4,0,2,144.00144498385768
4,0,3,148.11778473847244
4,0,4,187.15956884923392
4,0,5,290.7001724778374
4,0,6,263.9215206750937
4,0,7,365.9945059092869
4,0,8,447.2836057318919
4,0,9,348.908977874809
4,0,10,400.13571920351853
4,0,11,406.29193684990497
4,0,12,378.34365567855
4,0,13,376.55509927237614
4,0,14,251.19609630521916
4,0,15,216.53666690224304
4,0,16,251.42919036020555
4,0,17,311.1199245347874
4,0,18,329.1361582933074
4,0,19,255.4267561104142
4,0,20,272.9873134365344
4,0,21,213.00877635992032
4,0,22,142.8327787409023
4,0,23,163.09823728746605
4,1,0,133.98246386670885
4,1,1,129.11367492742232
4,1,2,130.2112094646243
4,1,3,134.3705041055115
4,1,4,184.30836206332205
4,1,5,225.34247245385222
4,1,6,410.48794937110534
4,1,7,351.89371717940753
4,1,8,338.8756870767203
4,1,9,274.73805600321816
4,1,10,347.50081814239564
4,1,11,369.93389036279564
4,1,12,468.57212638778645
4,1,13,451.52537997594897
4,1,14,432.04061357497443
4,1,15,493.4293465799619
4,1,16,303.6014313085557
4,1,17,642.0749463102701
4,1,18,289.37426773575777
4,1,19,259.5646818274556
4,1,20,254.09060904499347
4,1,21,246.10571949894364
4,1,22,179.9028289268525
4,1,23,161.20699646248445
4,2,0,133.73178780224538
4,2,1,145.62907261957352
4,2,2,120.25694326475384
4,2,3,149.06465536966422
4,2,4,192.22303465569058
4,2,5,254.47650987677883
4,2,6,257.24445679930693
4,2,7,309.47349244053805
4,2,8,260.58905587680033
4,2,9,232.94245236256137
4,2,10,207.05710232802264
4,2,11,405.58978046685394
4,2,12,373.36874628270283
4,2,13,340.2612974447215
4,2,14,204.67536912073936
4,2,15,157.23431260764733
4,2,16,207.77963159618395
4,2,17,208.33869318077984
4,2,18,216.19531513863078
4,2,19,286.7930778235037
4,2,20,277.2454672251399
4,2,21,220.56423408156132
4,2,22,166.49495775866706
4,2,23,118.72636281565028
4,3,0,140.07696924778543
4,3,1,126.40172557764217
4,3,2,126.144554421983
4,3,3,161.02468967606362
4,3,4,187.93755744721108
4,3,5,207.39226957466695
4,3,6,404.8091741008099
4,3,7,309.0045689369986
4,3,8,312.90513053091706
4,3,9,340.1120439203683
4,3,10,418.238303593468
4,3,11,728.0587081542565
4,3,12,391.0896370882159
4,3,13,319.099851008193
4,3,14,311.6755031944062
4,3,15,241.67376703282685
4,3,16,409.74191661377364
4,3,17,325.46873997360944
4,3,18,613.3987657555629
4,3,19,356.92825959521645
4,3,20,345.49225250348104
